ENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000066693	2.63589614427168	1.24890495359413	0.950674681125184	1.31370381308144	0.188945897279804	NA
ENSMUSG00000102316	4.38338900328902	3.10311188142002	0.937889376984281	3.30861182306794	0.000937597341213644	NA
ENSMUSG00000103819	6.04597332526947	0.811925271235624	0.606883767601703	1.33785959450557	0.180942210741708	NA
ENSMUSG00000102871	0.117245459457371	-2.4101817607166	4.89531152519907	-0.4923449198912	0.622475529948638	NA
ENSMUSG00000101571	0	NA	NA	NA	NA	NA
ENSMUSG00000104428	0.236244371497937	2.89571475090989	3.57014594088156	0.811091422832666	0.417313171109899	NA
ENSMUSG00000102272	0.0602305700296597	0.270970701739946	5.20135911157085	0.0520961340925586	0.958452093332411	NA
ENSMUSG00000065625	0	NA	NA	NA	NA	NA
ENSMUSG00000103411	1.33468659121371	1.42361933845012	1.32682996754459	1.07294783301032	0.283294522824784	NA
ENSMUSG00000061024	66.5601639882576	0.272378879127293	0.174504272673914	1.56087226377701	0.118553892738045	NA
ENSMUSG00000025911	201.564177142425	-0.196255179887063	0.126012665462803	-1.55742424117673	0.119369794457584	0.421142552722663
ENSMUSG00000079671	19.4838642123339	-0.468770414105223	0.519549975826099	-0.902262411541576	0.366917487969745	NA
ENSMUSG00000081441	0.287396716602726	0.135813701130102	2.6745612940721	0.0507798050585414	0.95950098334117	NA
ENSMUSG00000067879	4465.12739497664	-0.0638921247126845	0.0782478151305096	-0.81653557490543	0.414193885378888	0.720804265455438
ENSMUSG00000099827	0	NA	NA	NA	NA	NA
ENSMUSG00000025912	100.297583414098	0.0299685192024133	0.205656861629272	0.145720978940329	0.884141659351931	0.964349058878709
ENSMUSG00000045210	1708.35171036495	-0.0779724419131172	0.0791623645296226	-0.984968581679238	0.324639503882518	0.648619415126931
ENSMUSG00000097893	3.2583898468317	-0.131716921531345	0.786302242204593	-0.167514365928863	0.866965344862309	NA
ENSMUSG00000025915	329.228238649103	0.0203387136966847	0.0886022980392124	0.229550634089462	0.818440970752636	0.940016561969767
ENSMUSG00000046334	0.282354020327882	-0.578377701751734	2.47670713971379	-0.233526884336665	0.815352295890755	NA
ENSMUSG00000088916	0	NA	NA	NA	NA	NA
ENSMUSG00000046101	30.8248401384519	0.103786205211279	0.267735448157739	0.387644616823888	0.698279046257944	NA
ENSMUSG00000098234	139.297813394985	-0.0968812878535223	0.121563350797454	-0.796961314557243	0.425473499114932	0.728061917151613
ENSMUSG00000093178	2.82013588843109	-1.28156297784989	0.869100809361998	-1.47458495498431	0.14032416219134	NA
ENSMUSG00000099032	4.46815010762144	0.0222362583088228	0.744681284029205	0.0298601009394386	0.976178626486853	NA
ENSMUSG00000104025	0.122214388978354	0.270859678713309	5.12044242118283	0.0528977100870789	0.957813408929529	NA
ENSMUSG00000025916	9.73722363521051	0.142318713415591	0.496716357005365	0.286519079568088	0.774480582349791	NA
ENSMUSG00000087199	0.0564814300354812	0.270788140450204	5.201359110748	0.0520610353341403	0.958480060138636	NA
ENSMUSG00000095780	0	NA	NA	NA	NA	NA
ENSMUSG00000025917	950.176011483056	-0.174707973378147	0.0683501550494313	-2.55607281727154	0.0105860963365747	0.167411994258376
ENSMUSG00000056763	869.960374481026	0.248313950686925	0.0812283026157144	3.05698805331045	0.00223573186449041	0.0915549449177782
ENSMUSG00000102356	0.127535742254753	0.270861899936285	5.06468100078414	0.0534805449532455	0.95734903134113	NA
ENSMUSG00000102638	72.4642486874034	0.41949390887257	0.223070553888004	1.88054362873543	0.0600340261724187	NA
ENSMUSG00000067851	1702.96721647662	0.101835979924568	0.112645370295895	0.904040526983641	0.365973912192272	0.684429427417671
ENSMUSG00000088153	0	NA	NA	NA	NA	NA
ENSMUSG00000102556	30.5386003888192	0.286752756299922	0.325295947323536	0.881513460770909	0.37803997161206	NA
ENSMUSG00000042501	26.1689245018861	0.643637610717971	0.293773169615072	2.19093394935052	0.0284565725554657	NA
ENSMUSG00000103810	2.11383869906852	0.593752633315424	1.16816165361762	0.508279510354293	0.611257337270611	NA
ENSMUSG00000083422	2.1704224836451	-0.623448406925604	1.01335987816716	-0.615229022144846	0.538403483989278	NA
ENSMUSG00000094979	0.133365203021454	0.270866971243695	5.00793103623563	0.0540876001054719	0.956865371469027	NA
ENSMUSG00000081417	0	NA	NA	NA	NA	NA
ENSMUSG00000103448	0	NA	NA	NA	NA	NA
ENSMUSG00000100212	0	NA	NA	NA	NA	NA
ENSMUSG00000100648	0.499391006695081	-1.55930081949868	2.39753520138378	-0.650376611195823	0.515448981377783	NA
ENSMUSG00000088585	0	NA	NA	NA	NA	NA
ENSMUSG00000048960	2593.96822923549	-0.120532276270426	0.0777359904916478	-1.55053374258319	0.121013461159379	0.42377219931531
ENSMUSG00000077318	0	NA	NA	NA	NA	NA
ENSMUSG00000101827	2.41219977742399	-0.348208561975944	0.933622626809353	-0.372964998894621	0.7091744942869	NA
ENSMUSG00000103494	0	NA	NA	NA	NA	NA
ENSMUSG00000057715	1704.15278067906	-0.125525141951456	0.0731271417797323	-1.71653286175949	0.0860645586939559	0.371387656943042
ENSMUSG00000103825	27.7644061825616	0.444859871688084	0.313983187557518	1.41682704462191	0.156533500598398	NA
ENSMUSG00000099845	0	NA	NA	NA	NA	NA
ENSMUSG00000103561	12.2269782766145	0.207425155119068	0.481162095393574	0.431092052148043	0.666401439397866	NA
ENSMUSG00000101610	0.128280423551088	2.84324982774522	4.75295105395945	0.598207260177158	0.549701647694759	NA
ENSMUSG00000093864	0.614693602497446	0.303907326003237	1.94200499521214	0.156491526413422	0.875645597900704	NA
ENSMUSG00000098555	0	NA	NA	NA	NA	NA
ENSMUSG00000097628	3.08077185628275	0.0667722472208006	0.810091900511618	0.0824255213249635	0.934308342014461	NA
ENSMUSG00000098163	0.14146374213397	0.271003027074014	5.20135911130579	0.0521023488812676	0.958447141373641	NA
ENSMUSG00000097171	0.0619838189486939	0.270783782078223	5.20135911067484	0.0520601974054221	0.958480727803621	NA
ENSMUSG00000101314	0	NA	NA	NA	NA	NA
ENSMUSG00000016918	432.397912046279	0.031307476052409	0.117357850869751	0.266769336864864	0.789646764546181	0.928897085178445
ENSMUSG00000025938	95.5496814289725	0.101891131358984	0.200965481251265	0.507008122611814	0.612149119324612	0.843206687041597
ENSMUSG00000104518	0	NA	NA	NA	NA	NA
ENSMUSG00000069620	0	NA	NA	NA	NA	NA
ENSMUSG00000099498	0	NA	NA	NA	NA	NA
ENSMUSG00000042414	0	NA	NA	NA	NA	NA
ENSMUSG00000005886	1266.01943928414	0.180536953237985	0.0883085020312651	2.04438926134277	0.0409151073336646	0.273951653011716
ENSMUSG00000103506	16.0876039313719	0.466040057847025	0.411309516377193	1.13306412638321	0.257187324854587	NA
ENSMUSG00000103495	11.8177158162534	0.742858339754197	0.506418780765551	1.46688544731935	0.14240721995204	NA
ENSMUSG00000099183	0	NA	NA	NA	NA	NA
ENSMUSG00000102639	4.79289136890118	0.727134791852862	0.658178178996607	1.10476891373302	0.26925973370533	NA
ENSMUSG00000104170	14.3421390092116	0.275809225923632	0.459350578991323	0.600432955868423	0.548217729889193	NA
ENSMUSG00000087782	0.494403779365499	1.2265019424778	2.14680309392895	0.571315527700836	0.567785777939172	NA
ENSMUSG00000103085	30.0429434296258	0.187509145425085	0.359794728582298	0.521155899542854	0.6022581726759	NA
ENSMUSG00000102664	18.9586955010203	0.290034654502392	0.369892317528985	0.784105645772609	0.432978122917785	NA
ENSMUSG00000101476	0.964858865892049	-0.319027799184012	1.57724379927844	-0.202269173180431	0.839706298103493	NA
ENSMUSG00000101171	0.22509664530277	-2.43395207198961	3.5839628739309	-0.679123126440215	0.49705985030163	NA
ENSMUSG00000025935	725.364866690376	-0.143004656178813	0.0742163842313042	-1.9268609978778	0.0539969552252764	0.309531035862117
ENSMUSG00000025937	202.649639653969	0.0166138985327396	0.119475742649291	0.139056666770492	0.889405370365485	0.965372698355378
ENSMUSG00000102982	4.70229154098559	0.240945853309145	0.652362389571185	0.369343569097424	0.711871654224336	NA
ENSMUSG00000067813	0.251988752587367	-1.03713809624975	3.22899814550787	-0.321195011428731	0.748062612333786	NA
ENSMUSG00000077368	0	NA	NA	NA	NA	NA
ENSMUSG00000097711	0.833133809033654	0.475524705806188	1.58441983431357	0.300125443716251	0.764081472012984	NA
ENSMUSG00000102166	0.0523206201158071	-2.39872699425984	4.9070728851102	-0.488830520846435	0.624961688186791	NA
ENSMUSG00000089358	0	NA	NA	NA	NA	NA
ENSMUSG00000104209	0	NA	NA	NA	NA	NA
ENSMUSG00000025932	140.484919712042	0.104096004466046	0.139859807323513	0.744288201579308	0.456702137515678	0.752317939273278
ENSMUSG00000095853	0	NA	NA	NA	NA	NA
ENSMUSG00000102588	1.1778787893859	0.8011803313964	1.42614030689407	0.561782264706659	0.574264377054201	NA
ENSMUSG00000054493	16.1214180194757	-0.0837574480106217	0.354689201083074	-0.236143214270018	0.813321541846139	NA
ENSMUSG00000025930	14.0512237305403	0.129588263620023	0.376247599652229	0.34442283150724	0.7305283209807	NA
ENSMUSG00000103492	11.4511421237707	0.428328311939441	0.456081545016901	0.939148528633335	0.347654491384262	NA
ENSMUSG00000081201	0	NA	NA	NA	NA	NA
ENSMUSG00000082193	0.165389487746207	-3.40421532617033	3.83284288802099	-0.888169806492649	0.374449417526843	NA
ENSMUSG00000032769	6.24230108101063	0.15153937128319	0.592129431650042	0.255922714162184	0.798010515185	NA
ENSMUSG00000088159	0	NA	NA	NA	NA	NA
ENSMUSG00000073737	0	NA	NA	NA	NA	NA
ENSMUSG00000092083	940.827193681211	0.0743312272375597	0.106238118042557	0.699666264869111	0.48413574900382	0.771265043842566
ENSMUSG00000102937	15.8776169126987	0.764488748969025	0.395514846344787	1.93289520237778	0.0532491090188434	NA
ENSMUSG00000104149	25.6359384536034	0.0746141608656401	0.374425980617746	0.199276131273097	0.842046749208605	NA
ENSMUSG00000088829	0	NA	NA	NA	NA	NA
ENSMUSG00000077377	0	NA	NA	NA	NA	NA
ENSMUSG00000101652	0.771221500850134	-4.76268914147023	2.69861344313097	-1.76486526945648	0.0775864119083318	NA
ENSMUSG00000100814	0.123967637897388	0.270742923920245	5.20135911019902	0.052052342125227	0.958486986924007	NA
ENSMUSG00000025925	134.514190466725	0.0181770688033142	0.13395823557323	0.135692058987874	0.892064725665938	0.965906363314585
ENSMUSG00000104379	29.0218897078381	0.333091599406201	0.27118593124176	1.22827758018631	0.219342784239499	NA
ENSMUSG00000032719	8.99673229615968	-0.220313044188329	0.477978203035767	-0.460926968612925	0.644851002361866	NA
ENSMUSG00000088943	0	NA	NA	NA	NA	NA
ENSMUSG00000100652	0.760229301864495	2.370684334072	2.13750242607372	1.10909082729165	0.267391001546218	NA
ENSMUSG00000067795	3.41784935960756	-0.166117717369812	0.78387578484388	-0.211918419450726	0.832170680302155	NA
ENSMUSG00000043716	622.115866651097	-0.0812720533504365	0.104781647366904	-0.775632521464887	0.437965992542374	0.73687487406685
ENSMUSG00000025921	132.728421063008	0.0455902109859272	0.121989392510275	0.373722747919145	0.708610599305221	0.893569696046231
ENSMUSG00000104165	1.10569333115036	0.720419397452877	1.42385284583048	0.505964783904816	0.612881371894514	NA
ENSMUSG00000100868	0.0564814300354812	0.270788140450204	5.201359110748	0.0520610353341403	0.958480060138636	NA
ENSMUSG00000025920	1780.81918903958	-0.0260280136412064	0.0617313342625563	-0.421633744874261	0.673292371566119	0.874730192557136
ENSMUSG00000089982	0	NA	NA	NA	NA	NA
ENSMUSG00000025939	961.32861391979	-0.0635891868157953	0.0653682355665322	-0.972784201144206	0.330660566398341	0.654603833589101
ENSMUSG00000102457	6.12186474011994	0.48469483812348	0.540955683102051	0.895997312282681	0.37025419870314	NA
ENSMUSG00000079658	1353.9890138857	-0.125628238824114	0.0718686150893913	-1.7480264322313	0.0804594505380211	0.359970135999091
ENSMUSG00000097744	0.296210430042411	2.90343203134599	3.46720341482346	0.837398815117924	0.402368431555284	NA
ENSMUSG00000100959	0	NA	NA	NA	NA	NA
ENSMUSG00000025940	426.743115734108	-0.0995245794213603	0.109171177573838	-0.911637866634229	0.361959381865612	0.68092428411136
ENSMUSG00000025779	6.61294800789589	0.225089365596442	0.541068396334057	0.416009079668129	0.677403359201015	NA
ENSMUSG00000100093	0	NA	NA	NA	NA	NA
ENSMUSG00000091020	0.10986917259991	0.169094798916261	4.61435312580241	0.0366453962898334	0.970767746814944	NA
ENSMUSG00000101640	0.206480261257286	-2.63319195587079	4.17274688242955	-0.631045215552982	0.528010960507866	NA
ENSMUSG00000104133	0	NA	NA	NA	NA	NA
ENSMUSG00000042686	290.437879844717	-0.112968334509443	0.120243530661812	-0.939496153245611	0.347476066336263	0.668705308473667
ENSMUSG00000100110	0.176942570094801	0.270903617244302	4.69032354510908	0.0577579807957581	0.953941408739067	NA
ENSMUSG00000025777	2205.22751458832	-0.141584981335023	0.068358880036467	-2.07120100942983	0.0383400153170617	0.267909525636083
ENSMUSG00000099899	2.06092614225907	-0.0398470140638068	1.0857574916481	-0.0366997367002479	0.970724418585822	NA
ENSMUSG00000100272	0	NA	NA	NA	NA	NA
ENSMUSG00000100398	0	NA	NA	NA	NA	NA
ENSMUSG00000101589	1.95928356352836	-0.172508662444055	1.02989941037697	-0.167500496364896	0.866976257003874	NA
ENSMUSG00000102048	0.312148899441499	0.131819812464544	3.11144116358518	0.0423661594528284	0.966206804960584	NA
ENSMUSG00000089534	0	NA	NA	NA	NA	NA
ENSMUSG00000067780	21.0291485749367	-0.116477036742347	0.308971000265644	-0.376983718996941	0.706185704196269	NA
ENSMUSG00000100053	7.02391939473183	-0.797485960925623	0.581682027906727	-1.37099982922887	0.170375009271165	NA
ENSMUSG00000085125	22.0500740963526	0.141104769899651	0.331638744382842	0.425477337282281	0.67048873893036	NA
ENSMUSG00000025776	125.159289034424	0.0241072290849551	0.145922408005345	0.165205806390422	0.868781995226094	0.958842448970581
ENSMUSG00000099895	0.426168100926331	-3.42433446363852	3.03100788902976	-1.12976758524197	0.258574170203321	NA
ENSMUSG00000100554	0	NA	NA	NA	NA	NA
ENSMUSG00000099473	12.6616307727937	-0.195983876224327	0.422406415547943	-0.463969932772205	0.642669287607816	NA
ENSMUSG00000099591	0	NA	NA	NA	NA	NA
ENSMUSG00000102001	0.514889097599855	-0.434518390345687	2.15147086525983	-0.201963409015632	0.839945330058892	NA
ENSMUSG00000101717	3.34726194891884	0.135799054722934	0.726495950954289	0.186923346984322	0.851720733571512	NA
ENSMUSG00000025774	0	NA	NA	NA	NA	NA
ENSMUSG00000070977	0	NA	NA	NA	NA	NA
ENSMUSG00000073735	0	NA	NA	NA	NA	NA
ENSMUSG00000067773	0.140254398876781	4.05574398427519	4.31440476715171	0.940047168303291	0.347193366582021	NA
ENSMUSG00000101685	0	NA	NA	NA	NA	NA
ENSMUSG00000101738	0	NA	NA	NA	NA	NA
ENSMUSG00000101306	0	NA	NA	NA	NA	NA
ENSMUSG00000088800	0	NA	NA	NA	NA	NA
ENSMUSG00000101644	0	NA	NA	NA	NA	NA
ENSMUSG00000099433	0	NA	NA	NA	NA	NA
ENSMUSG00000089787	1.58550337965772	-2.2523364745274	1.36940070123416	-1.64476071357165	0.100019166826413	NA
ENSMUSG00000042596	23.5159364025669	-0.103147936575715	0.438722955643109	-0.23510950418474	0.814123742163328	NA
ENSMUSG00000100720	0.0526483372684272	0.270791402748126	5.20135911080644	0.0520616625346103	0.958479560382789	NA
ENSMUSG00000025927	24.0048822868628	0.120287723677545	0.394493437627765	0.304916919279773	0.760429429292467	NA
ENSMUSG00000100538	0	NA	NA	NA	NA	NA
ENSMUSG00000101117	0	NA	NA	NA	NA	NA
ENSMUSG00000100204	0.389827441443707	0.298821367398382	2.56580817213189	0.116462863687154	0.907285716257233	NA
ENSMUSG00000084668	0	NA	NA	NA	NA	NA
ENSMUSG00000102597	0.0528382976007399	-2.40998201422683	4.90531133133165	-0.491300521300978	0.623213911210088	NA
ENSMUSG00000077860	0	NA	NA	NA	NA	NA
ENSMUSG00000043760	3.48852787918199	0.200220982379157	0.839676751245052	0.238450072700327	0.811532034776862	NA
ENSMUSG00000104095	0.0707318710669849	0.270975716901615	5.20135911151411	0.0520970982952827	0.958451325053228	NA
ENSMUSG00000089914	1.16958650845613	-0.234702848066173	1.23933137894452	-0.189378605313826	0.849796091542037	NA
ENSMUSG00000090142	0	NA	NA	NA	NA	NA
ENSMUSG00000070175	0	NA	NA	NA	NA	NA
ENSMUSG00000065559	0	NA	NA	NA	NA	NA
ENSMUSG00000099906	0.499910948207722	1.31377303879962	2.30127143676221	0.570890081809751	0.568074154523341	NA
ENSMUSG00000065480	0	NA	NA	NA	NA	NA
ENSMUSG00000025929	0	NA	NA	NA	NA	NA
ENSMUSG00000041872	0.226955128333123	1.11617503813024	2.95209478639965	0.378095934884097	0.705359328059064	NA
ENSMUSG00000041859	38.8804866545293	0.0589116354445894	0.26046574042578	0.226178058382217	0.82106293532914	NA
ENSMUSG00000099714	0	NA	NA	NA	NA	NA
ENSMUSG00000102121	0	NA	NA	NA	NA	NA
ENSMUSG00000088858	0	NA	NA	NA	NA	NA
ENSMUSG00000097934	3.47398419527437	-0.226724028341388	0.763890427841592	-0.296801766428737	0.766617856795005	NA
ENSMUSG00000025931	2795.61219857091	0.0312329673003061	0.055067494644925	0.567176108186802	0.570594538566431	0.821987224292337
ENSMUSG00000077314	0	NA	NA	NA	NA	NA
ENSMUSG00000100929	3.78401801382869	0.202733723858167	0.889272355637371	0.227977090002828	0.819664051101385	NA
ENSMUSG00000041809	26.0220074631637	-0.242885134878945	0.279611759553825	-0.868651358821658	0.385037853913202	NA
ENSMUSG00000041779	8.53331040589686	0.472643153947933	0.658642712377329	0.717601736215918	0.473002886807214	NA
ENSMUSG00000099971	0.466088469085057	0.993429188037231	2.03182416627354	0.488934625607502	0.62488798078158	NA
ENSMUSG00000100819	1.82187587193123	-0.799069998015789	1.04520856262876	-0.764507703616669	0.444564747669981	NA
ENSMUSG00000025933	259.797074364173	-0.111627566597195	0.107325483148983	-1.04008445452083	0.298300665320657	0.62642560605194
ENSMUSG00000102633	3.86035907031922	0.786657761325909	0.766916359849708	1.02574127050839	0.30501355544834	NA
ENSMUSG00000025934	13.7951402873144	0.143444478380472	0.408856220094189	0.350843331544343	0.725705887077937	NA
ENSMUSG00000099343	1.49228060298628	-0.343500945206015	1.25183489015706	-0.274397964066105	0.7837788074309	NA
ENSMUSG00000096375	0.580468003386183	0.155489411480041	1.99262506062304	0.0780324480268373	0.937802241884019	NA
ENSMUSG00000025936	0.0707318710669849	0.270975716901615	5.20135911151411	0.0520970982952827	0.958451325053228	NA
ENSMUSG00000093963	0	NA	NA	NA	NA	NA
